Category,English,EnURL,French,FrURL,Italian,ItURL,圖檔URL,中文,中文說明,version
Animal-based 動物性,Cod,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/cod_en.mp3,Cabillaud,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/cod_fr.mp3,Merluzzo,Cod_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/cod.jpg,鱈魚,鱈魚肉質細嫩，口感滑嫩，清淡鮮甜，經常用於烹調燉湯、煎炸或烤烹飪方式。,
Animal-based 動物性,Halibut,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/halibut_en.mp3,Flétan,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/halibut_fr.mp3,Halibut,Halibut_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/halibut.jpg,大比目魚,大比目魚肉質鮮嫩細緻，口感紮實而不柴硬，帶有淡淡的海味，適合煮湯、清蒸或烤烹調。,
Animal-based 動物性,Sole,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sole_en.mp3,Sole,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sole_fr.mp3,Sogliola,Sole_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/sole.jpg,比目魚,比目魚肉質細嫩，味道清甜，適合煎、烤或蒸食用，是海鮮料理中常見的選擇之一。,
Animal-based 動物性,Scallops,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/scallops_en.mp3,Coquilles Saint-Jacques,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/scallops_fr.mp3,Capesante,Scallops_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/scallops.jpg,干貝,干貝擁有彈牙的口感與濃郁的海味，常用於烹調海鮮料理中，帶給料理更豐富的層次與風味。,
Animal-based 動物性,Lobster,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lobster_en.mp3,Homard,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/lobster_fr.mp3,Aragosta,Lobster_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/lobster.jpg,龍蝦,龍蝦肉質鮮甜細緻，口感彈牙，風味豐富濃郁，常見用途包括烹煮、燉煮、烤烹等各種料理方式。,
Animal-based 動物性,Crab,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/crab_en.mp3,Crabe,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/crab_fr.mp3,Granchio,Crab_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/crab.jpg,螃蟹,螃蟹肉質鮮甜，口感結實，風味濃郁，常見用途包括烹煮成螃蟹燉飯、螃蟹湯等美味料理。,
Animal-based 動物性,Shrimp,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/shrimp_en.mp3,Crevette,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/shrimp_fr.mp3,Gambero,Shrimp_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/shrimp.jpg,蝦,蝦肉鮮甜彈牙，滋味豐富多汁，適合烹煮成各式料理，是廣受喜愛的海鮮食材。,
Animal-based 動物性,Prawn,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/prawn_en.mp3,Grosse crevette,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/prawn_fr.mp3,Gamberone,Prawn_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/prawn.jpg,大蝦,大蝦肉質彈牙，帶有濃郁的海洋風味，適合烹調成炒、燉或涼拌等各式料理，是廣受喜愛的海鮮食材之一。,
Animal-based 動物性,Oyster,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/oyster_en.mp3,Huître,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/oyster_fr.mp3,Ostrica,Oyster_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/oyster.jpg,生蠔,生蠔肉質鮮嫩、多汁，帶有海洋的鮮味，常見用途包括生吃、烤烹或燉煮，是海鮮料理中不可或缺的美味佳餚。,
Animal-based 動物性,Mussels,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mussels_en.mp3,Moules,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mussels_fr.mp3,Cozze,Mussels_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/mussels.jpg,淡菜,淡菜肉質鮮嫩，口感Q彈，帶有海洋的鮮味，常用於烹煮海鮮料理或製作鮮美湯品，是廣受喜愛的食材之一。,
Animal-based 動物性,Clam,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/clam_en.mp3,Palourde,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/clam_fr.mp3,Vongola,Clam_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/clam.jpg,蛤蜊,蛤蜊肉質鮮甜，帶有微微的海味，口感爽脆多汁，常見用途包括烹煮海鮮湯、燉飯或炒菜等料理。,
Animal-based 動物性,Octopus,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/octopus_en.mp3,Poulpe,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/octopus_fr.mp3,Polpo,Octopus_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/octopus.jpg,章魚,章魚肉質緊實，口感彈牙，帶有海洋味道，常見用途包括燒烤、涼拌或燉煮料理中。,
Animal-based 動物性,Squid,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/squid_en.mp3,Calmar,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/squid_fr.mp3,Calamaro,Squid_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/squid.jpg,魷魚,魷魚肉質彈牙，口感細緻，帶有淡淡的海味，常見用途包括涼拌、炒飯或燉湯等料理。,
Animal-based 動物性,Eel,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/eel_en.mp3,Anguille,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/eel_fr.mp3,Anguilla,Eel_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/eel.jpg,鰻魚,鰻魚肉質細嫩，口感滑脆，帶有濃郁的魚香味道。常見用途包括烤、燒、蒸等烹調方式。,
Animal-based 動物性,Frog legs,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/frog legs_en.mp3,Cuisses de grenouille,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/frog legs_fr.mp3,Cosce di rana,Frog legs_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/frog legs.jpg,田雞腿,田雞腿肉質細嫩，口感鮮美，帶有淡淡的田野風味，常用於燉湯、燒烤或炒菜的料理中。,
Animal-based 動物性,Snail,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/snail_en.mp3,Escargot,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/snail_fr.mp3,Lumaca,Snail_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/snail.jpg,蝸牛,蝸牛肉質鮮嫩，帶有濃厚的海洋風味，常見用途為烹煮在法式料理中，口感清甜可口。,
Animal-based 動物性,SweetBreads,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sweetbreads_en.mp3,Ris de veau,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sweetbreads_fr.mp3,Animelle,SweetBreads_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/sweetbreads.jpg,胸腺 / 胰臟,胸腺口感細嫩多汁，風味帶有濃郁的肉香，常見用途是燉煮或烤炙，能夠提升菜餚的口感與豐富風味。,
Animal-based 動物性,Bone marrow,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bone marrow_en.mp3,Moelle osseuse,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bone marrow_fr.mp3,Midollo,Bone marrow_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/bone marrow.jpg,骨髓,骨髓質柔軟，口感滑嫩，味道濃郁鮮甜，常見用於骨湯中增添濃郁風味，也可直接食用或搭配其他料理享用。,
Animal-based 動物性,Duck confit,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck confit_en.mp3,Confit de canard,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck confit_fr.mp3,Confit d’anatra,Duck confit_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/duck confit.jpg,油封鴨,油封鴨是將鴨肉浸泡在香料和油中，口感鮮嫩多汁，風味濃厚香醇。常用於鴨飯、鴨麵等料理中。,
Animal-based 動物性,Brisket,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/brisket_en.mp3,Poitrine de bœuf,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/brisket_fr.mp3,Punta di petto,Brisket_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/brisket.jpg,牛胸肉,牛胸肉肉質結實，帶有些許筋絡，口感彈牙，風味濃郁，適合用來燉煮或燒烤，可以增加菜餚的層次與美味。,
Animal-based 動物性,Short ribs,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/short ribs_en.mp3,Plat de côtes,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/short ribs_fr.mp3,Costine,Short ribs_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/short ribs.jpg,牛小排,牛小排肉質鮮嫩多汁，口感細膩，風味濃郁香甜。常用於燒烤、煎炒或燉煮料理中，是料理中的美味選擇。,
Animal-based 動物性,Chuck,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/chuck_en.mp3,Collier de bœuf,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/chuck_fr.mp3,Collo di manzo,Chuck_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/chuck.jpg,牛肩肉,牛肩肉肉質細嫩多汁，帶有豐富的肉味和濃郁的鮮香，常用於燉煮、燜燒或烤製料理中，口感絕佳。,
Animal-based 動物性,Oxtail,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/oxtail_en.mp3,Queue de bœuf,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/oxtail_fr.mp3,Coda di bue,Oxtail_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/oxtail.jpg,牛尾,牛尾肉質緊實多筋，口感Q彈，濃厚的湯頭與濃郁的肉味相得益彰，適合用來燉煮、燜煮或燒烤。,
Animal-based 動物性,Beef tongue,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beef tongue_en.mp3,Langue de bœuf,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beef tongue_fr.mp3,Lingua di manzo,Beef tongue_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/beef tongue.jpg,牛舌,牛舌肉質鮮嫩多汁，口感細緻且帶有微微的彈性。烹調後風味濃郁香甜，常見用途為涮火鍋或燒烤料理中的主角。,
Animal-based 動物性,Beef tripe,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beef tripe_en.mp3,Tripes de bœuf,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beef tripe_fr.mp3,Trippa,Beef tripe_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/beef tripe.jpg,牛肚,牛肚口感Q彈，風味帶有濃郁的牛肉香氣，常見用途是燉湯或火鍋料理中的重要配料之一。,
Animal-based 動物性,Beef cheeks,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beef cheeks_en.mp3,Joue de bœuf,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beef cheeks_fr.mp3,Guancia di manzo,Beef cheeks_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/beef cheeks.jpg,牛臉頰肉,牛臉頰肉肥瘦相間，口感細軟，帶有豐富的膠質，經過燉煮後更加滋潤，適合用來燉湯或燜料理。,
Animal-based 動物性,Pork jowl,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork jowl_en.mp3,Joue de porc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork jowl_fr.mp3,Guancia di maiale,Pork jowl_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pork jowl.jpg,豬頰肉,豬頰肉具有豐富的油脂，口感柔嫩，帶有些許彈性，風味鮮甜，常見用途包括涮火鍋、燉湯或炒菜料理。,
Animal-based 動物性,Pork shoulder,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork shoulder_en.mp3,Épaule de porc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork shoulder_fr.mp3,Spalla di maiale,Pork shoulder_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pork shoulder.jpg,豬肩肉,豬肩肉肉質緊實，帶有豐富的肉汁，烹調後口感嫩滑，風味濃郁。常見用途包括燉煮、燒烤、煎炸等各式料理。,
Animal-based 動物性,Pork ribs,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork ribs_en.mp3,Côtes de porc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork ribs_fr.mp3,Costine di maiale,Pork ribs_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pork ribs.jpg,豬肋排,豬肋排肉質豐腴多汁，口感細嫩，風味濃郁，常用於燒烤或燉煮料理中，是家庭聚餐或節日美食的首選。,
Animal-based 動物性,Pork trotters,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork trotters_en.mp3,Pied de porc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork trotters_fr.mp3,Zampa di maiale,Pork trotters_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pork trotters.jpg,豬腳,豬腳肉質細嫩多膠原蛋白，口感滑嫩，風味濃郁，常見用途是燉煮、燒烤或燴炒料理中的主要食材。,
Animal-based 動物性,Pork ear,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork ear_en.mp3,Oreille de porc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork ear_fr.mp3,Orecchio di maiale,Pork ear_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pork ear.jpg,豬耳朵,豬耳朵口感韌而軟，風味濃郁，常見用途是烤、炸或炆煮，是廣受喜愛的美味小吃。,
Animal-based 動物性,Pork blood,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork blood_en.mp3,Sang de porc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pork blood_fr.mp3,Sangue di maiale,Pork blood_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pork blood.jpg,豬血,豬血口感濃郁、質地軟嫩，帶有特殊的鮮血味，常見用途包括火鍋、燒烤和滷味等料理。,
Animal-based 動物性,Bacon,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bacon_en.mp3,Lard fumé,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bacon_fr.mp3,Pancetta affumicata,Bacon_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/bacon.jpg,培根,培根是一種肉類食材，口感鬆脆，風味濃郁，常用於早餐料理、三明治、義式醬料等料理中增添豐富的香氣與口感。,
Animal-based 動物性,Prosciutto,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/prosciutto_en.mp3,Jambon cru,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/prosciutto_fr.mp3,Prosciutto,Prosciutto_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/prosciutto.jpg,生火腿,生火腿口感鮮嫩多汁，風味濃郁鹹香，常見用途包括作為開胃菜、配料或沙拉的一部分，讓料理更加美味。,
Animal-based 動物性,Mortadella,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mortadella_en.mp3,Mortadelle,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mortadella_fr.mp3,Mortadella,Mortadella_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/mortadella.jpg,莫特德拉腸,莫特德拉腸口感緊實且有彈性，風味濃郁，常見用途是煎炒、燒烤或切片加入沙拉中享用。,
Animal-based 動物性,Salami,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/salami_en.mp3,Saucisson sec,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/salami_fr.mp3,Salame,Salami_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/salami.jpg,義大利臘腸,義大利臘腸口感鮮嫩多汁，搭配濃郁的香料風味，常見用途是作為披薩、義大利麵或鹹派的配料。,
Animal-based 動物性,Speck,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/speck_en.mp3,Speck,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/speck_fr.mp3,Speck,Speck_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/speck.jpg,義式煙燻火腿,義式煙燻火腿口感鹹香，風味濃郁，常見用途包括製作三明治、披薩或用作意式餐點的配料。,
Animal-based 動物性,Duck breast,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck breast_en.mp3,Magret de canard,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck breast_fr.mp3,Petto d’anatra,Duck breast_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/duck breast.jpg,鴨胸肉,鴨胸肉肉質緊實，口感細膩，帶有些許的嫩滑感。烹調後嚼勁十足，風味濃郁鮮美，常見用途是燒烤或煎炒。,
Animal-based 動物性,Duck liver,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck liver_en.mp3,Foie de canard,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck liver_fr.mp3,Fegato d’anatra,Duck liver_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/duck liver.jpg,鴨肝,鴨肝口感滑嫩，風味濃郁，常見用途包括製作法式料理、鴨肝醬或作為精緻料理的配料。,
Animal-based 動物性,Duck gizzard,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck gizzard_en.mp3,Gésier de canard,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/duck gizzard_fr.mp3,Ventricolo d’anatra,Duck gizzard_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/duck gizzard.jpg,鴨胗,鴨胗肉質爽脆，口感細緻，帶有淡淡的香氣，常用於燉湯、火鍋或炒菜中，增添濃郁的風味。,
Animal-based 動物性,Goose liver,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/goose liver_en.mp3,Foie d’oie,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/goose liver_fr.mp3,Fegato d’oca,Goose liver_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/goose liver.jpg,鵝肝,鵝肝口感豐富滑順，帶有濃郁的奶油香氣，風味濃厚鮮美。常見用途包括製作法式鵝肝醬或炒鵝肝等美味料理。,
Animal-based 動物性,Turkey thigh,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/turkey thigh_en.mp3,Cuisse de dinde,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/turkey thigh_fr.mp3,Coscia di tacchino,Turkey thigh_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/turkey thigh.jpg,火雞腿肉,火雞腿肉肉質鮮嫩多汁，帶有淡淡的火雞特有香氣，適合烤、煎或燉煮，常見於聚餐、火鍋或三明治中使用。,
Animal-based 動物性,Turkey breast,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/turkey breast_en.mp3,Blanc de dinde,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/turkey breast_fr.mp3,Petto di tacchino,Turkey breast_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/turkey breast.jpg,火雞胸肉,火雞胸肉口感細嫩，風味清淡，常見用途包括烤、炒、燉等烹調方式，可搭配各種調味料增加風味。,
Animal-based 動物性,Squid ink,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/squid ink_en.mp3,Encre de seiche,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/squid ink_fr.mp3,Nero di seppia,Squid ink_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/squid ink.jpg,墨魚汁,墨魚汁濃郁黑色，具有深沉的海洋風味，口感滑順帶有微苦味，常用於製作海鮮料理或調製義大利麵。,
Animal-based 動物性,Cuttlefish,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/cuttlefish_en.mp3,Seiche,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/cuttlefish_fr.mp3,Seppia,Cuttlefish_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/cuttlefish.jpg,墨魚,墨魚肉質緊實，口感彈牙，搭配海鮮炒飯或義大利麵料理，帶有淡淡海味，味道鮮美，是廣受喜愛的海鮮之一。,
Animal-based 動物性,Anchovy,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/anchovy_en.mp3,Anchois,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/anchovy_fr.mp3,Acciuga,Anchovy_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/anchovy.jpg,鯷魚,鯷魚肉質緊致，口感彈牙，有淡淡的海洋風味。常見用途包括煎、燉、炒等烹調方式，是料理中常見的海鮮食材。,
Animal-based 動物性,Sardine,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sardine_en.mp3,Sardine,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sardine_fr.mp3,Sardina,Sardine_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/sardine.jpg,沙丁魚,沙丁魚肉質鮮嫩，口感細軟，帶有淡淡的海洋風味，常見用途包括製作沙丁魚醬、沙丁魚罐頭或烤魚料理。,
Animal-based 動物性,Mackerel,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mackerel_en.mp3,Maquereau,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mackerel_fr.mp3,Sgombro,Mackerel_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/mackerel.jpg,鯖魚,鯖魚肉質肥美，口感鮮嫩，帶有淡淡的海味，常用於日式料理中，如壽司、刺身或烤鯖魚等料理中。,
Animal-based 動物性,Herring,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/herring_en.mp3,Hareng,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/herring_fr.mp3,Aringa,Herring_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/herring.jpg,鯡魚,鯡魚肉質細嫩，帶有淡淡的鹹味，適合製作涼拌菜或燉湯，口感清爽，風味獨特。,
Animal-based 動物性,Roe,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/roe_en.mp3,Œufs de poisson,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/roe_fr.mp3,Uova di pesce,Roe_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/roe.jpg,魚卵,魚卵口感滑嫩，風味鮮甜，常見用途是作為壽司、刺身等日式料理的點綴，增添口感和風味。,
Animal-based 動物性,Caviar,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/caviar_en.mp3,Caviar,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/caviar_fr.mp3,Caviale,Caviar_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/caviar.jpg,魚子醬,魚子醬口感豐富滑順，帶有濃郁的海洋風味，常用於高級料理中增添豐富層次感。,
Animal-based 動物性,Smoked salmon,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/smoked salmon_en.mp3,Saumon fumé,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/smoked salmon_fr.mp3,Salmone affumicato,Smoked salmon_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/smoked salmon.jpg,煙燻鮭魚,煙燻鮭魚口感緊實，風味濃郁，常見用途包括製成鹹鮭魚鬆和搭配沙拉、麵食等料理。,
Animal-based 動物性,Trout,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/trout_en.mp3,Truite,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/trout_fr.mp3,Trota,Trout_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/trout.jpg,鱒魚,鱒魚肉質細嫩，口感鮮美，帶有微微的淡淡甜味，常見用途包括生食、煎烤或燉煮料理中。,
Animal-based 動物性,Carp,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/carp_en.mp3,Carpe,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/carp_fr.mp3,Carpa,Carp_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/carp.jpg,鯉魚,鯉魚的肉質緊實，口感彈牙，味道鮮美；常見用途包括烹煮成湯品或煎炸料理。,
Animal-based 動物性,Tilapia,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tilapia_en.mp3,Tilapia,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tilapia_fr.mp3,Tilapia,Tilapia_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/tilapia.jpg,吳郭魚,吳郭魚口感鮮甜彈牙，風味溫和鮮美，常用於煮湯、煎炸或烤烹，是家庭常見的食材之一。,
Animal-based 動物性,Catfish,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/catfish_en.mp3,Poisson-chat,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/catfish_fr.mp3,Pesce gatto,Catfish_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/catfish.jpg,鯰魚,鯰魚的肉質肥美，口感細嫩，帶有淡淡的泥腥味，常用於燉湯或煎炸料理中，是廣受喜愛的食材之一。,
Animal-based 動物性,Skate wing,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/skate wing_en.mp3,Aile de raie,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/skate wing_fr.mp3,Ala di razza,Skate wing_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/skate wing.jpg,魔鬼魚翅,魔鬼魚翅質地彈牙，濃郁鮮甜，常用於燉湯、炒飯等料理中增添口感和風味。,
Animal-based 動物性,Monkfish,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/monkfish_en.mp3,Lotte,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/monkfish_fr.mp3,Rana pescatrice,Monkfish_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/monkfish.jpg,鮟鱇魚,鮟鱇魚口感柔嫩，風味濃郁，常見用途為燉湯或煎炸料理。,
Animal-based 動物性,Haddock,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/haddock_en.mp3,Églefin,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/haddock_fr.mp3,Eglefino,Haddock_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/haddock.jpg,黑線鱈,黑線鱈肉質鮮嫩，口感細緻，風味鮮甜。適合燉煮、煎烤或炸酥，是廣受喜愛的高級食材之一。,
Animal-based 動物性,Arctic char,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/arctic char_en.mp3,Omble chevalier,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/arctic char_fr.mp3,Salmerino artico,Arctic char_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/arctic char.jpg,北極紅點鮭,北極紅點鮭肉質鮮嫩，口感緊實，帶有微甜的風味，適合烤、煎或生食，是高級海鮮料理的首選。,
